Country;Region;DataYear;ClassGrade;Gender;Ageyears;Handed;Height_cm;Footlength_cm;Armspan_cm;Languages_spoken;Travel_to_School;Travel_time_to_School;Reaction_time;Score_in_memory_game;Favourite_physical_activity;Importance_reducing_pollution;Importance_recycling_rubbish;Importance_conserving_water;Importance_saving_energy;Importance_owning_computer;Importance_Internet_access;Left_Footlength_cm;Longer_foot;Index_Fingerlength_mm;Ring_Fingerlength_mm;Longer_Finger_Lefthand;Birth_month;Favorite_Season;Allergies;Vegetarian;Favorite_Food;Beverage;Favorite_School_Subject;Sleep_Hours_Schoolnight;Sleep_Hours_Non_Schoolnight;Home_Occupants;Home_Internet_Access;Communication_With_Friends;Text_Messages_Sent_Yesterday;Text_Messages_Received_Yesterday;Hanging_Out_With_Friends_Hours;Talking_On_Phone_Hours;Doing_Homework_Hours;Doing_Things_With_Family_Hours;Outdoor_Activities_Hours;Video_Games_Hours;Social_Websites_Hours;Texting_Messaging_Hours;Computer_Use_Hours;Watching_TV_Hours;Paid_Work_Hours;Work_At_Home_Hours;Schoolwork_Pressure;Planned_Education_Level;Favorite_Music;Superpower;Preferred_Status;Role_Model_Type;Charity_Donation
USA;AK;2017;12;Female;17.0;Right-Handed;175;26;177;1.0;Car;7;0.498;50;Other;733;449.0;610.0;834;235.0;567.0;26;Same length;95;105;Ring finger;July;Summer;No;No;Fruit;Sports drink;Other;6;9;4;Yes - other;In person;45;51;20;2;12;10;16;0;11;10;11;12;0;5;A lot;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Wildlife, animals
USA;AK;2016;12;Male;18.0;Right-Handed;180;24;170;2.0;Car;8;.716;39;Football (American);1000;1000.0;1000.0;1000;100.0;100.0;24.5;Left foot;74;72;Index finger;March;Winter;Yes;No;Poultry;Water;Mathematics and statistics;6;8;4;Yes - broadband connection;Text messaging;200;195;8;1;6;3;0;1;1;49;2;3;20;1;Some;Graduate degree;Other;Telepathy;Happy;Relative;Wildlife, animals
USA;AK;2022;12;Male;17.0;Right-Handed;182,9;29;165;1.0;Car;15;292;35;Basketball;10000;640.582221709007;10000.0;10000;421.4607;10000.0;32;Left foot;70;90;Ring finger;April;Winter;No;No;Meat;Water;Mathematics and statistics;6;4;2;Yes - broadband connection;Telephone;0;0;10;0;1;0;10;0;0;0;0;18;18;3;Some;Some college;Rap/Hip hop;Telepathy;Famous;Friend;Other
USA;AK;2024;12;Female;16.0;Right-Handed;179;25.5;178;1.0;Car;6;0.368;78;Other;909;727.0;706.0;711;578.0;658.0;25;Right foot;90;83;Index finger;March;Fall;No;No;Pizza/Pasta;Water;English;4;3;5;Yes - other;Cell phone;300;300;59;6;3;2;3;0;20;5;3;10;0;.5;Very little;Some college;Other;Telepathy;Rich;Other;Wildlife, animals
USA;AK;2020;10;Male;16.0;Right-Handed;167;26;170;47.784375;Car;10;0.317;44;Other;1000;640.582221709007;666.8046534883721;1000;421.4607;643.3746720930233;24;Same length;80;80;Ring finger;January;Summer;No;No;Meat;Water;Physical education;6;10;4;Yes - broadband connection;Text messaging;10;100;0;1;2;2;0;0;10;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AK;2022;12;Female;16.0;Right-Handed;170,1;25;170;47.784375;Car;10;0.317;44;Other;1000;640.582221709007;666.8046534883721;1000;421.4607;643.3746720930233;24;Same length;80;80;Ring finger;January;Summer;No;No;Meat;Water;Physical education;6;10;4;Yes - broadband connection;Text messaging;10;100;0;1;2;2;0;0;10;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AK;2021;11;Female;15.0;Right-Handed;160;25;67;2.0;Walk;30;0.443;51;Other;786;866.0;877.0;888;460.0;770.0;25;Same length;60;72;Ring finger;December;Summer;No;No;Breads/Sandwiches;Milk;Physical education;3;3;8;Yes - other;Cell phone;45;50;2;2;3;2;3;3;1;1;1;1;0;1;A lot;Other;Reggae;Fly;Rich;Relative;International aid
USA;AK;2020;10;Female;16.0;Right-Handed;77;7;77;1.0;Car;15 m;20;20;Other;1000;1000.0;1000.0;1000;1000.0;1000.0;7;Same length;6;6;Same length;September;Fall;Yes;No;Other;Energy drink;History;8;5;3;Yes - dial-up connection;Text messaging;2;2;10;10;10;10;10;0;10;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AK;2023;12;Female;17.0;Right-Handed;154;21.59;146;2.0;Car;15;.333;33;Bowling;1000;1000.0;1000.0;1000;500.0;1000.0;21.59;Same length;63.5;68.58;Ring finger;June;Summer;No;No;Meat;Water;Science;7;10;8;Yes - other;In person;3;7;7;14;14;7;7;20;20;7;20;20;7;7;A lot;Graduate degree;Rap/Hip hop;Telepathy;Rich;Relative;Health
USA;AK;2023;12;Female;17.0;Right-Handed;175;26.6;165;2.0;Bus;15;0.676;35;Basketball;2;3.0;4.0;1;6.0;5.0;25.9;Right foot;101.6;101.6;Same length;October;Summer;Yes;No;Pizza/Pasta;Water;Physical education;6;7;7;Yes - other;Text messaging;35;46;10;20;2;4;0;0;10;15;20;10;0;10;Some;High school;Rap/Hip hop;Telepathy;Happy;Other;International aid
USA;AK;2017;12;Male;17.0;Right-Handed;171;24;173;2.0;Car;50;0.78;46;Other;631;743.0;326.0;198;100.0;877.0;25;Left foot;94;990;Ring finger;November;Fall;No;No;Pizza/Pasta;Soft drink (caffeinated);Science;5;10;5;Yes - other;Text messaging;24;16;1;2;4;6;6;8;20;10;10;20;16;5;Some;Other;Pop;Freeze time;Rich;Relative;Wildlife, animals
USA;AK;2021;11;Female;16.0;Left-Handed;154;22;170;1.0;Car;15;0.317;44;Basketball;1000;1000.0;50.0;1000;0.0;0.0;22;Same length;70;75;Ring finger;March;Fall;Yes;No;Fruit;Juice;Social studies;6;9;4;Yes - broadband connection;Internet chat or instant messaging;10;15;10;2;9;11;5;4;14;15;20;9;0;5;A lot;Some college;Rap/Hip hop;Telepathy;Rich;Other;International aid
USA;AK;2023;12;Male;17.0;Right-Handed;187;29;194;2.0;Car;15;0.283;34;Walking/Hiking;1000;1000.0;1000.0;1000;200.0;1000.0;29;Same length;104;100;Index finger;March;Summer;Yes;No;Rice/Noodle dishes;Water;Music;6;8;3;Yes - broadband connection;In person;5;11;0;0;6;3;0;0;60;1;70;0;0;3;Some;Graduate degree;Rock and roll;Fly;Happy;Musician or singer;Environment
USA;AK;2021;11;Female;16.0;Left-Handed;180;335;170;1.0;Car;10;1.3;44;Swimming;1000;640.582221709007;666.8046534883721;1000;421.4607;643.3746720930233;335;Same length;80;90;Ring finger;February;Fall;Yes;No;Pizza/Pasta;Tea;History;8-sep;8;4;Yes - broadband connection;Text messaging;20;23;4;1;6;3;8;0;7;2;6;1;6;2;A lot;Graduate degree;Rock and roll;Fly;Happy;Actor;Environment
USA;AK;2023;12;Male;17.0;Right-Handed;178;27.5;172;2.0;Car;10;0.31;69;Other;700;900.0;800.0;1000;500.0;600.0;22.5;Right foot;8;8;Same length;July;Winter;No;No;Meat;Water;History;7;7;4;Yes - broadband connection;In person;0;1;4;0;3;2;10;1;4;0;4;1;0;1;Some;Undergraduate degree;Gospel;Fly;Healthy;Sports person;Religious
USA;AK;2021;11;Female;15.0;Right-Handed;178;28;56;1.0;Bus;10;1.081;0.743;Walking/Hiking;998;1000.0;600.0;100;0.0;500.0;28;Same length;69;69;Same length;May;Winter;No;No;Seafood;Water;Mathematics and statistics;9;7-ago;5-jul;Yes - other;In person;?;?;16;3;0;156;9;0;6;7;24;5;30;5;Very little;Graduate degree;Rhythm and blues (R&B);Invisibility;Healthy;Religious figure;Health
USA;AK;2015;11;Female;17.0;Right-Handed;162,5;24.5;173;1.0;Car;5;0.731;35;Other;1000;519.0;1000.0;551;0.0;102.0;25;Left foot;72;82;Ring finger;February;Fall;No;No;Meat;Powdered drink;Other;8;6;5;Yes - other;Text messaging;250;275;5;12;15;20;8;0;40;40;40;16;3;5;Some;Other;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AK;2021;11;Female;16.0;Right-Handed;172,7;171.7;170;2.0;Car;10;0.317;44;Baseball/Softball;1000;950.0;900.0;970;550.0;495.0;23;Left foot;100;85;Ring finger;January;Winter;No;No;Meat;Juice;Physical education;6-jul;10;7;Yes - broadband connection;Internet chat or instant messaging;6;6;3;1;2;5;6;1;2;2;2;2;1;1;Some;Some college;Pop;Telepathy;Rich;Relative;International aid
USA;AK;2020;10;Male;17.0;Ambidextrous;182;25;170;47.784375;Car;12;.341;50;Soccer;500;500.0;890.0;978;700.0;965.0;24;Same length;80;76;Index finger;November;Fall;Yes;No;Pizza/Pasta;Water;Physical education;7;11;4;Yes - broadband connection;In person;78;89;20;4;0;3;5;7;11;4;1;0;0;0;Some;High school;Rap/Hip hop;Fly;Happy;Relative;Arts, culture, sports
USA;AK;2022;12;Female;17.0;Right-Handed;152,4;23;63;1.0;Car;10;0.76;66;Athletics;800;800.0;900.0;900;900.0;900.0;23;Same length;70;70;Same length;December;Winter;No;No;Pizza/Pasta;Juice;History;6;10;6;Yes - broadband connection;Text messaging;50+;30+;4;2;1;2;3-abr;1;6;3;5;1;6;1;Some;Graduate degree;Rhythm and blues (R&B);Telepathy;Rich;Business person;Health
USA;AK;2017;12;Male;18.0;Right-Handed;180;33;121;1.0;Walk;28;.25;25;Walking/Hiking;100;100.0;600.0;800;900.0;900.0;33;Same length;70;70;Same length;January;Winter;No;No;Meat;Water;History;6;14;2;Yes - other;In person;0;0;13;0;0;0;13;18;0;0;24;0;0;0;A lot;High school;Other;Freeze time;Happy;Friend;Other
USA;AK;2018;12;Male;18.0;Right-Handed;112;22;165;2.0;Car;10;0.507;112;Bowling;1000;100.0;1000.0;730;210.0;300.0;24;Left foot;12;7;Index finger;September;Summer;Yes;No;Seafood;Soft drink (caffeinated);History;6;9;4;Yes - other;Cell phone;100;100;100;5;2;3;0;0;20;150;100;0;25;0;Some;Graduate degree;Country;Freeze time;Rich;Other;Education/Youth development
USA;AK;2016;11;Female;16.0;Left-Handed;155;23;156;2.0;Bus;45;0.349;36;Dancing;1000;1000.0;1000.0;1000;850.0;850.0;23;Same length;66;72;Ring finger;December;Summer;No;No;Other;Juice;Other;5;10;3;Yes - broadband connection;Internet chat or instant messaging;40;40;6;0;35;5;4;2;20;3;20;0;9;1;A lot;Graduate degree;Other;Telepathy;Happy;Relative;International aid
USA;AK;2016;11;Female;16.0;Right-Handed;175;25;180;2.0;Car;15;0.521;44;Other;952;720.0;481.0;593;155.0;1000.0;27;Left foot;80;77;Index finger;October;Winter;Yes;No;Other;Water;History;7;11;4;Yes - broadband connection;In person;2;4;10;1;14;6;12;0;10;3;20;6;2;5;A lot;Graduate degree;Other;Freeze time;Happy;Musician or singer;Environment
USA;AK;2022;12;Male;18.0;Right-Handed;155,75;220;182,88;0.0;Car;5;0.44;48;Basketball;800;800.0;800.0;800;1000.0;1000.0;220;Same length;45mm;45 mm;Same length;September;Summer;No;No;No favorite;Tea;Physical education;4-may;8-oct;7;Yes - other;In person;14;5;6 hr;1 hr;5 hr;3 hr;21 hr;6-7hr;4 hr;0;24-jul;14 hr;0;2 hr;Very little;Other;Other;Telepathy;Healthy;Other;Arts, culture, sports
USA;AK;2015;11;Male;15.0;Right-Handed;178;27;163;2.0;Bus;12;0.383;43;Athletics;800;800.0;800.0;800;800.0;800.0;27;Same length;80;85;Ring finger;December;Summer;No;No;Poultry;Water;Mathematics and statistics;7;10;5;Yes - broadband connection;Text messaging;60;60;10;1;2;2;0;0;10;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AK;2017;12;Female;16.0;Right-Handed;142;25;152;1.0;Car;10;4;44;Walking/Hiking;700;700.0;700.0;700;700.0;700.0;25;Same length;70;60.5;Index finger;January;Fall;Yes;No;Fruit;Water;English;8;13;6;No internet connection;In person;22;18;28;7;14;21;14;0;14;13;6;1;0;5;Some;Graduate degree;Pop;Freeze time;Healthy;Other;International aid
USA;AK;2023;12;Female;17.0;Right-Handed;171;25;167;2.0;Car;10;0.932;30;Walking/Hiking;350;150.0;175.0;110;100.0;115.0;24;Right foot;69;70;Ring finger;December;Summer;No;No;Fruit;Water;History;6;9;4;Yes - dial-up connection;Text messaging;50;152;3;1;6;2;3;6;3;3;15;3;0;5;A lot;Undergraduate degree;Rap/Hip hop;Invisibility;Rich;Doctor or nurse;Wildlife, animals
USA;AK;2015;11;Female;17.0;Right-Handed;170;23.5;174;1.0;Bus;15;0.59;48;Other;800;750.0;800.0;900;300.0;500.0;24;Left foot;70;75;Ring finger;June;Fall;No;No;Meat;Water;Art;5;10;8;Yes - broadband connection;Text messaging;100;110;6;1;2;2;0;0;10;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AK;2017;12;Male;17.0;Right-Handed;174;24;180;1.0;Car;15;0.45;36;Other;700;200.0;600.0;450;750.0;500.0;24;Same length;79;75;Index finger;April;Summer;No;No;Meat;Soft drink (caffeinated);Art;3;3;4;Yes - broadband connection;Text messaging;16;14;12;4;5;2;0;10;16;24;39;20;0;0;A lot;Graduate degree;Reggae;Telepathy;Healthy;Religious figure;Health
USA;AK;2020;10;Male;15.0;Right-Handed;182,8;26;180;1.0;Car;20;0.349;66;Hockey (Ice);0;0.0;0.0;0;500.0;1000.0;26.67;Left foot;80;90;Ring finger;January;Winter;No;No;Meat;Tea;Other;5;6;5;No internet connection;Myspace, Facebook, other social networking sites, or blog;100;100;18;1;2;2;0;0;10;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AK;2022;12;Male;17.0;Right-Handed;165;23;170;2.0;Car;10;0.676;44;Martial Arts;500;750.0;1000.0;1000;500.0;600.0;23;Same length;80;80;Ring finger;January;Summer;No;No;Meat;Water;Physical education;6;10;4;Yes - broadband connection;Text messaging;10;100;0;1;2;2;0;0;10;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AK;2017;12;Female;16.0;Right-Handed;142;25;152;1.0;Car;10;4;44;Walking/Hiking;700;700.0;700.0;700;700.0;700.0;25;Same length;70;60.5;Index finger;January;Fall;Yes;No;Fruit;Water;English;8;13;6;No internet connection;In person;22;18;28;7;2;2;0;0;10;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AK;2021;11;Male;17.0;Right-Handed;114,2;28;116;1.0;Car;5;5;5;Other;5;5.0;5.0;5;5.0;1000.0;28;Same length;13;13;Ring finger;September;Winter;No;No;Rice/Noodle dishes;Other;History;6;6;7;Yes - other;Myspace, Facebook, other social networking sites, or blog;20;20;32;60;5;5;2;50;60;60;365;15;40;40;A lot;Graduate degree;Other;Fly;Happy;Actor;Wildlife, animals
USA;AK;2023;12;Female;17.0;Right-Handed;163;22.5;155;1.0;Car;10;0.315;45;Dancing;1000;1000.0;1000.0;1000;1000.0;1000.0;22.5;Same length;8.9;9.2;Ring finger;February;Fall;Yes;No;Rice/Noodle dishes;Water;English;6;8;9;Yes - broadband connection;Cell phone;13;13;5;3;4;12;12;24;12;24;24;15;16;2;Some;Some college;Rap/Hip hop;Telepathy;Healthy;Musician or singer;Wildlife, animals
USA;AK;2024;12;Female;18.0;Right-Handed;156;23;163;0.0;Bus;15;0.457;47;Other;900;900.0;600.0;300;100.0;50.0;23;Same length;8;6.5;Index finger;October;Summer;No;No;Fruit;Water;English;6;10;7;Yes - broadband connection;Text messaging;30;45;8;0;0;10;3;0;4;24;16;30;30;1;Some;Graduate degree;Rhythm and blues (R&B);Telepathy;Rich;Actor;International aid
USA;AK;2024;12;Male;17.0;Ambidextrous;177;27;180;1.0;Bus;30;0.1;34;Football (American);150;100.0;575.0;575;500.0;500.0;27;Same length;80;83;Ring finger;October;Summer;No;No;Rice/Noodle dishes;Water;Science;8;8;5;Yes - other;In person;0;0;15;0;7;0;0;0;0;0;56;10;0;7;Some;High school;Rap/Hip hop;Freeze time;Happy;Religious figure;Wildlife, animals
USA;AK;2016;12;Female;18.0;Right-Handed;173;75;166;1.0;Car;10;0.34;40;Other;0;0.0;0.0;0;0.0;0.0;24.5;Right foot;8;9;Ring finger;August;Winter;No;No;Pizza/Pasta;Coffee;Art;5;12;4;Yes - other;Text messaging;4;2;0;0;7;0;0;30;30;1;45;10;0;5;A lot;Graduate degree;Heavy metal;Telepathy;Happy;Other;Environment
USA;AK;2021;11;Male;16.0;Right-Handed;179,83;25;170;1.0;Car;5;0.317;44;Other;1000;640.582221709007;666.8046534883721;1000;421.4607;643.3746720930233;24;Same length;80;80;Ring finger;January;Summer;No;No;Meat;Water;Physical education;6;10;4;Yes - broadband connection;Text messaging;10;100;0;1;2;2;0;0;10;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AK;2016;12;Female;17.0;Right-Handed;160;25;159;1.0;Bus;5;.332;33;Other;856;640.582221709007;666.8046534883721;1000;421.4607;643.3746720930233;24;Same length;80;80;Ring finger;January;Summer;No;No;Meat;Water;Physical education;6;10;4;Yes - broadband connection;Text messaging;10;100;0;1;2;2;0;0;10;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AK;2022;10;Male;18.0;Right-Handed;160;33;33;1.0;Car;15;0.356;47;Athletics;0;640.582221709007;666.8046534883721;1000;421.4607;643.3746720930233;24;Same length;80;80;Ring finger;January;Summer;No;No;Meat;Water;Physical education;6;10;4;Yes - broadband connection;Text messaging;10;100;0;1;2;2;0;0;10;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AK;2024;12;Male;16.0;Right-Handed;163;21;161;1.0;Car;7;0,409;46;Skateboarding/Rollerblading;800;700.0;1000.0;600;700.0;700.0;20;Right foot;79;76;Index finger;February;Fall;Yes;No;Breads/Sandwiches;Water;Art;6;8;2;Yes - broadband connection;Text messaging;300;350;15;15;2;0;5;1;4;15;10;15;0;2;Some;Graduate degree;Rock and roll;Fly;Healthy;Friend;International aid
USA;AK;2020;10;Female;17.0;Right-Handed;131;22;156;1.0;Bus;20;.475;51;Walking/Hiking;738;396.0;364.0;508;27.0;128.0;21;Right foot;80;72;Index finger;November;Spring;Yes;No;Pizza/Pasta;Water;Art;8;12;3;Yes - other;Myspace, Facebook, other social networking sites, or blog;10;11;1;7;7;4;1;2;7;7;7;7;0;2;Some;Some college;Rap/Hip hop;Invisibility;Happy;Relative;Wildlife, animals
USA;AK;2021;11;Female;15.0;Right-Handed;165;25.1;60;1.0;Car;10;.42;33;Football (American);497;487.0;626.0;754;48.0;235.0;250;Right foot;75;70;Ring finger;August;Winter;No;No;Rice/Noodle dishes;Water;English;9;12;4;Yes - broadband connection;In person;10;100;4;1;1;17;2;0;10;1;10;0;0;1;Some;Some college;Country;Freeze time;Happy;Friend;International aid
USA;AK;2016;11;Male;17.0;Right-Handed;180;29;190;1.0;Car;10;0.319;44;Basketball;1000;500.0;0.0;500;0.0;0.0;28;Right foot;8.5;9;Ring finger;March;Spring;No;No;Other;Water;English;6;9;6;Yes - other;Text messaging;80;100;10;100;10;10;100;8;10;168;160;50;18;10;Very little;Other;Other;Super strength;Happy;Relative;Other
USA;AK;2018;12;Male;17.0;Right-Handed;185;26.67;181;1.0;Car;35;0.404;59;Basketball;900;900.0;900.0;900;300.0;1000.0;26.67;Right foot;95;80;Ring finger;February;Summer;No;No;Meat;Water;Physical education;7;7;3;Yes - broadband connection;Text messaging;300;300;30;2;4;2;50;0;20;10;60;0;25;0;Some;Graduate degree;Rap/Hip hop;Telepathy;Healthy;Sports person;International aid
USA;AK;2023;12;Female;16.0;Right-Handed;180,3;22.8;173,9;2.0;Car;30;0.307;39;Other;872;647.0;332.0;968;267.0;631.0;22.86;Same length;75mm;80mm;Ring finger;May;Spring;Yes;No;Rice/Noodle dishes;Water;Mathematics and statistics;4;9;4;Yes - broadband connection;Text messaging;200;150;24-jul;3;2;2;6;2;2;5;24-jul;12+;0;1;Some;Graduate degree;Other;Telepathy;Rich;Sports person;International aid
USA;AK;2021;11;Male;16.0;Right-Handed;175;24;170;2.0;Bus;10;0.317;44;Basketball;200;200.0;200.0;400;100.0;500.0;24;Same length;75;80;Ring finger;December;Fall;Yes;No;Meat;Water;Mathematics and statistics;7;12;7;Yes - broadband connection;Text messaging;3;10;16;3;4;20;2;14;14;9;12;5;0;5;Very little;Graduate degree;Rap/Hip hop;Fly;Rich;Relative;International aid
USA;AK;2023;12;Male;16.0;Right-Handed;169;26.5;171;1.0;Walk;15;0.39;20;Dancing;620;904.0;904.0;957;957.0;825.0;26.5;Same length;83;85;Ring finger;January;Summer;No;No;No favorite;Soft drink (caffeinated);Other;6;8;3;Yes - broadband connection;Text messaging;10;30;300;12;7;15;15;7;7;1;700;7;10;3;Some;Some college;Rhythm and blues (R&B);Telepathy;Happy;Relative;Wildlife, animals
USA;AK;2020;10;Female;16.0;Right-Handed;160;30;170;2.0;Bus;30;.41;56;Other;952;856.0;1000.0;492;1000.0;444.0;30;Same length;80;80;Ring finger;September;Fall;Yes;No;No favorite;Coffee;Other;5;3;4;Yes - other;In person;200;250;0;1;2;2;0;0;10;1;10;0;0;1;Some;High school;Other;Freeze time;Happy;Friend;Wildlife, animals
USA;AK;2017;12;Female;16.0;Right-Handed;170;24;168;1.0;Car;10;.782;41;Soccer;1000;900.0;600.0;700;50.0;200.0;24;Same length;750;650;Index finger;December;Summer;Yes;No;Desserts;Water;History;6;10;4;Yes - other;Myspace, Facebook, other social networking sites, or blog;100;110;10;21;2;15;10;0;30;30;30;10;5;1;A lot;Graduate degree;Rhythm and blues (R&B);Fly;Happy;Religious figure;Environment
USA;AK;2016;11;Female;17.0;Right-Handed;151;22;133;2.0;Bus;7;0.358;34;Other;80;70.0;80.0;70;50.0;60.0;22;Same length;70;70;Same length;February;Fall;No;No;Meat;Water;Social studies;6;9;4;Yes - other;Text messaging;2;2;1;0;3;5;0;0;3;1;3;4;6;2;Some;Graduate degree;Classical;Freeze time;Happy;Other;Wildlife, animals
USA;AK;2024;12;Female;16.0;Right-Handed;162;24;170;1.0;Car;7;.327;42;Gymnastics;713;711.0;978.0;1000;670.0;824.0;24;Same length;74;75;Ring finger;March;Spring;No;No;Pizza/Pasta;Water;Other;6;4;3;Yes - broadband connection;Other;20;20;2;4;2;4;1;5;7;12;12;8;4;3;Very little;Other;Heavy metal;Invisibility;Rich;Friend;Wildlife, animals
USA;AK;2016;12;Male;16.0;Right-Handed;158;4;161;2.0;Car;5;0.394;33;Other;877;684.0;695.0;636;214.0;1000.0;24;Same length;75;80;Ring finger;April;Summer;No;No;Meat;Juice;Physical education;6;9;8;Yes - dial-up connection;Text messaging;357;800;2;1;4;3;6;8;6;4;24;4;10;4;Some;Graduate degree;Rhythm and blues (R&B);Super strength;Healthy;Relative;Environment
USA;AK;2018;12;Female;18.0;Right-Handed;176;27;184;1.0;Car;10;.733;54;Basketball;700;700.0;500.0;500;600.0;800.0;27;Same length;75;83;Ring finger;November;Spring;No;Yes;Fruit;Water;Science;6;10;4;Yes - other;Cell phone;80;75;49;14;7;7;5;0;40;40;40;0;0;7;A lot;Graduate degree;Rhythm and blues (R&B);Fly;Happy;Relative;Environment
USA;AK;2020;10;Male;15.0;Right-Handed;182,8;26;180;1.0;Car;20;0.349;66;Hockey (Ice);0;0.0;0.0;0;500.0;1000.0;26.67;Left foot;80;90;Ring finger;January;Winter;No;No;Meat;Tea;Other;5;6;5;No internet connection;Myspace, Facebook, other social networking sites, or blog;100;100;18;1;6;60;4;2;100;100;100;120;8;8;A lot;High school;Rap/Hip hop;Fly;Rich;Friend;Wildlife, animals
USA;AK;2023;12;Female;16.0;Right-Handed;170,69;26.5;175;3.0;Car;5-oct;0.58;48;Basketball;1000;1000.0;1000.0;1000;380.0;380.0;26.5;Same length;110mm;110mm;Same length;March;Fall;No;No;Rice/Noodle dishes;Water;Physical education;6-sep;10+;2;Yes - broadband connection;In person;oct-15;10;10;2 1/2;2;10;10;0;10;1 1/2;10+;10;0;10+;Some;High school;Rhythm and blues (R&B);Telepathy;Happy;Religious figure;Environment
USA;AK;2020;10;Male;16.0;Right-Handed;185,4;25.4;187;1.0;Bus;40;0.28;43;Other;0;0.0;0.0;0;0.0;710.0;same;Same length;7;8;Ring finger;November;Fall;No;No;Poultry;Coffee;Other;4.5;13;2-mar;Yes - other;Internet chat or instant messaging;0;0;32.5;0;2.5;1;0;76;20;0;20;20;0;0;A lot;High school;Other;Freeze time;Rich;Musician or singer;Health
USA;AK;2024;12;Female;16.0;Right-Handed;155;22;163;2.0;Car;11;0.777;29;Dancing;1000;738.0;853.0;972;792.0;1000.0;24;Same length;80;80;Ring finger;May;Summer;No;No;Pizza/Pasta;Juice;Music;6-ago;8-oct;4;Yes - dial-up connection;Internet chat or instant messaging;12;25;2;4;2;0;0;0;1;8;2;0;0;1;Some;Graduate degree;Rhythm and blues (R&B);Telepathy;Famous;Actor;International aid
USA;AK;2024;12;Male;17.0;Right-Handed;192;16;185;1.0;Car;12;0.346;33;Basketball;610;460.0;385.0;765;150.0;695.0;16;Same length;51;61;Ring finger;July;Winter;Yes;No;Fruit;Juice;Science;8;10;8;Yes - broadband connection;Text messaging;18;20;20;3;2;4;2;30;60;10;12;3;0;2;Very little;Some college;Classical;Freeze time;Happy;Relative;Education/Youth development
USA;AK;2023;12;Female;17.0;Right-Handed;167,6;25.4;170;1.0;Car;20;0.391;29;Other;980;750.0;995.0;995;920.0;910.0;25.3;Right foot;92;94;Ring finger;January;Summer;No;No;Meat;Soft drink (caffeinated);English;4;8;5;Yes - other;Text messaging;400;250;12;5;2;3;4;3;14;7;14;3;0;5;A lot;Some college;Rhythm and blues (R&B);Freeze time;Happy;Other;Health
USA;AK;2023;12;Male;17.0;Right-Handed;184;25;170;1.0;Bus;10;0.369;52;Other;203;203.0;209.0;369;471.0;471.0;24;Same length;80;80;Index finger;February;Summer;Yes;No;Pizza/Pasta;Water;Other;6;10;4;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;0;0;0;1;2;2;0;0;10;1;10;0;0;1;Some;High school;Techno/Electronic;Invisibility;Happy;Teacher;International aid
USA;AK;2024;12;Female;17.0;Right-Handed;152,4;25;170;2.0;Car;2;0.584;45;Other;422;471.0;666.8046534883721;1000;421.4607;643.3746720930233;24;Same length;80;80;Ring finger;January;Summer;No;No;Meat;Water;Physical education;6;10;4;Yes - broadband connection;Text messaging;10;100;0;1;2;2;0;0;10;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AK;2022;12;Female;16.0;Right-Handed;179,83;25.9;182;1.0;Car;15;0.366;30;Hockey (Ice);604;390.0;535.0;540;128.0;305.0;25.5;Left foot;90;100;Ring finger;January;Winter;No;No;Rice/Noodle dishes;Water;Mathematics and statistics;7;10;5;Yes - other;Internet chat or instant messaging;120;140;35;15;0;50;5;7;17;2;6;7;0;10;Very little;High school;Pop;Invisibility;Rich;Relative;International aid
USA;AK;2023;12;Female;18.0;Right-Handed;157;22;142;2.0;Walk;10;.47;42;Hockey (Ice);100;50.0;0.0;100;100.0;100.0;23;Left foot;8.6;7;Index finger;September;Winter;Yes;No;Pizza/Pasta;Sports drink;History;7;8;6;Yes - broadband connection;In person;10;4;4;1;8;1;12;2;4;1;6;0;0;8;A lot;High school;Punk rock;Fly;Rich;Coach or club leader;Wildlife, animals
