Country;Region;DataYear;ClassGrade;Gender;Ageyears;Handed;Height_cm;Footlength_cm;Armspan_cm;Languages_spoken;Travel_to_School;Travel_time_to_School;Reaction_time;Score_in_memory_game;Favourite_physical_activity;Importance_reducing_pollution;Importance_recycling_rubbish;Importance_conserving_water;Importance_saving_energy;Importance_owning_computer;Importance_Internet_access;Left_Footlength_cm;Longer_foot;Index_Fingerlength_mm;Ring_Fingerlength_mm;Longer_Finger_Lefthand;Birth_month;Favorite_Season;Allergies;Vegetarian;Favorite_Food;Beverage;Favorite_School_Subject;Sleep_Hours_Schoolnight;Sleep_Hours_Non_Schoolnight;Home_Occupants;Home_Internet_Access;Communication_With_Friends;Text_Messages_Sent_Yesterday;Text_Messages_Received_Yesterday;Hanging_Out_With_Friends_Hours;Talking_On_Phone_Hours;Doing_Homework_Hours;Doing_Things_With_Family_Hours;Outdoor_Activities_Hours;Video_Games_Hours;Social_Websites_Hours;Texting_Messaging_Hours;Computer_Use_Hours;Watching_TV_Hours;Paid_Work_Hours;Work_At_Home_Hours;Schoolwork_Pressure;Planned_Education_Level;Favorite_Music;Superpower;Preferred_Status;Role_Model_Type;Charity_Donation
USA;AL;2022;12;Female;18.0;Left-Handed;68;28;69;1;Car;5 min;0.792;62;Other;1000;577.2096385542169;556.9156626506024;594.7578125;539.4830917874397;907.769975786925;28;Same length;9;8;Index finger;February;Spring;No;No;Vegetables;Water;Physical education;6;10;2;Yes - broadband connection;Text messaging;Alot;Alot ;0;3;0;0;0;0;0;0;12;0;40;0;Some;High school;Country;Fly;Happy;Relative;Education/Youth development
USA;AL;2022;12;Female;18.0;Left-Handed;160;26;150;1;Car;8;0.755;55;Other;500;30.0;30.0;20.0;100.0;1000.0;26;Same length;100;70;Index finger;December;Summer;No;No;Pizza/Pasta;Water;Art;8;10;4;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;60;60;50;4;0;4;0;0;4;3;5;20;12;2;Some;Graduate degree;Punk rock;Fly;Happy;Musician or singer;Other
USA;AL;2023;12;Female;17.0;Left-Handed;163;24;158;1;Car;14;0.354;38;Lacrosse;722;134.0;1000.0;882.0;102.0;230.0;23;Left foot;7;6;Ring finger;April;Summer;Yes;No;No favorite;Water;English;7;9;4;Yes - broadband connection;Text messaging;100;100;10;1;0;5;0;0;1;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AL;2022;12;Female;18.0;Right-Handed;167;24;170;1;Car;7;0.31;46;Dancing;733;1000.0;471.0;471.0;620.0;727.0;23;Right foot;70;65;Index finger;October;Fall;No;No;Meat;Soft drink (caffeinated);Science;7;5;4;Yes - other;Text messaging;27;28;6;3;0;4;3;0;1;2;1;5;0;2;Some;Graduate degree;Country;Fly;Happy;Musician or singer;Religious
USA;AL;2023;12;Male;18.0;Left-Handed;175,2;22.86;170;2;Car;15;0.423;46;Soccer;679;786.0;845.0;583.0;968.0;1000.0;22.87;Left foot;40;30;Ring finger;October;Summer;No;No;Poultry;Water;History;8;6;5;Yes - broadband connection;Text messaging;0;0;2;2;4;7;5;2;2;0;6;3;7;4;Some;Some college;Rap/Hip hop;Fly;Happy;Business person;Education/Youth development
USA;AL;2015;12;Female;17.0;Ambidextrous;177,8;27.94;177,8;1;Car;3;.469;56;Basketball;1000;577.2096385542169;556.9156626506024;594.7578125;539.4830917874397;907.769975786925;27;Right foot;75;75;Same length;October;Winter;No;No;Meat;Tea;Science;7;9;5;Yes - broadband connection;Cell phone;500;450;15;1;2;4;16;2;8;5;5;1;0;5;A lot;Other;Classical;Telepathy;Happy;Religious figure;Health
USA;AL;2022;12;Female;17.0;Right-Handed;164,59;27;142;1;Car;5 min;.87;.59;Dancing;700;500.0;300.0;600.0;300.0;600.0;29;Left foot;1.1;1.1;Same length;June;Summer;No;No;Rice/Noodle dishes;Water;Music;5;7;6;Yes - other;Text messaging;100;100;5;3;2;5;0;0;0;7;8;1;1;1;Some;Graduate degree;Pop;Telepathy;Happy;Relative;Health
USA;AL;2022;12;Male;17.0;Left-Handed;176,79;10;170;1;Car;10 mi;5 sec;5 sec;Other;500;500.0;500.0;500.0;500.0;900.0;10;Same length;Idk;Idk;Same length;February;Fall;No;No;Meat;Soft drink (caffeinated);Other;6;8;6;Yes - other;Text messaging;Idk;Idk;10;1;1;2;1;0;0;1;0;1;15;0;Some;Some college;Rap/Hip hop;Telepathy;Happy;Community leader or elder;Health
USA;AL;2023;12;Male;18.0;Left-Handed;190,5;27 cm;182,8;1;Car;10 m;.358;30;Football (American);600;600.0;600.0;600.0;600.0;600.0;27;Same length;90;90;Same length;September;Summer;No;No;Fruit;Water;Physical education;6;9;13;Yes - broadband connection;Text messaging;0;2;6;1;0;0;10;15;4;.5;168;0;40;0;Some;High school;Country;Fly;Happy;Teacher;Other
USA;AL;2010;12;Female;18.0;Right-Handed;63;21;161;1;Car;10;.46;52;Soccer;465;326.0;834.0;594.7578125;631.0;663.0;22;Left foot;68;63;Index finger;August;Fall;No;No;Seafood;Sports drink;Social studies;7;5;4;Yes - broadband connection;Text messaging;59;64;10;4;4;7;6;0;6;4;6;4;0;2;Very little;Undergraduate degree;Techno/Electronic;Fly;Healthy;Relative;Health
USA;AL;2010;12;Female;18.0;Right-Handed;167;23;163,7;1;Car;5;0.3;41;Tennis;6;5.0;4.0;594.7578125;1.0;2.0;22.5;Right foot;8.1;8.4;Ring finger;March;Summer;Yes;No;Desserts;Water;Physical education;7;8;3;Yes - broadband connection;Text messaging;100;105;20;2;3;8;3;1;5;10;5;0;0;1;Some;Graduate degree;Country;Telepathy;Happy;Religious figure;Education/Youth development
USA;AL;2023;12;Male;17.0;Right-Handed;176;27;176;1;Car;20;0.192;49;Other;508;513.0;524.0;610.0;0.0;0.0;27;Same length;70;70;Same length;July;Summer;No;No;Other;Soft drink (caffeinated);Other;3;8;6;Yes - broadband connection;Text messaging;30;30;40;3;1;3;2;0;0;2;0;0;40;4;A lot;High school;Country;Freeze time;Rich;Relative;Other
USA;AL;2022;12;Male;18.0;Ambidextrous;187;28.6;153;1;Car;15;0.728;66;Football (American);1000;950.0;400.0;800.0;1000.0;1000.0;28.6;Same length;80;80;Same length;January;Fall;No;No;Meat;Water;History;6;8;2;Yes - broadband connection;Text messaging;50;50;3;10;1;1;2;15;25;5;45;1;15;1;Very little;Graduate degree;Country;Invisibility;Healthy;Actor;Environment
USA;AL;2015;12;Female;18.0;Right-Handed;61;23;170;2;Bus;25;0.808;32;Soccer;1000;577.2096385542169;556.9156626506024;594.7578125;539.4830917874397;907.769975786925;23;Same length;70;70.50;Ring finger;May;Fall;No;No;Poultry;Water;History;10;14;12;Yes - other;In person;0;0;5;1;6;10;1;0;5;1;45;9;0;1;Some;Undergraduate degree;Pop;Telepathy;Happy;Musician or singer;Health
USA;AL;2018;8;Male;13.0;Right-Handed;174;27;172;3;Car;15;.321;51;Golf;300;700.0;100.0;1000.0;500.0;700.0;26;Right foot;70;55;Index finger;August;Summer;Yes;No;Meat;Water;History;8;9;3;Yes - broadband connection;Text messaging;8;6;5;1;0;6;5;1;0;1;1;5;1;2;Very little;Other;Country;Fly;Healthy;Business person;Wildlife, animals
USA;AL;2023;12;Male;17.0;Right-Handed;185;30;300;1;Car;20;0.493;4;Other;250;200.0;100.0;500.0;950.0;1000.0;24;Same length;50;54;Ring finger;July;Summer;No;No;Meat;Milk;Other;6-ago;6-ago;4;Yes - other;Text messaging;50;50;10;60;0;4;10;10;1;3;10;2;0;4;Some;High school;Rap/Hip hop;Fly;Rich;Relative;Wildlife, animals
USA;AL;2023;12;Male;18.0;Ambidextrous;180;24;170;1;Car;15;14.26;50;Basketball;0;0.0;10.0;0.0;0.0;20.0;24;Same length;7;7;Ring finger;October;Summer;No;No;No favorite;Juice;Other;8;7;6;Yes - other;Other;3;7;2;2;1;4;1;3;1;2;3;2;6;1;Some;Other;Rap/Hip hop;Invisibility;Happy;Business person;Education/Youth development
USA;AL;2022;12;Male;18.0;Ambidextrous;180,2;29;80;1;Car;10;0.328;43;Baseball/Softball;80;754.0;904.0;888.0;567.0;1000.0;29;Same length;5;4;Same length;December;Spring;Yes;No;Meat;Water;History;8;9;5;Yes - other;In person;15;9;6;2;0;5;15;0;6;3;7;1;9;2;Very little;Some college;Country;Super strength;Happy;Relative;Religious
USA;AL;2023;12;Male;18.0;Right-Handed;180;30;178;2;Car;15;0.033;46;Baseball/Softball;0;460.0;1000.0;840.0;0.0;829.0;27cm;Same length;80;80;Same length;December;Summer;No;No;Meat;Water;Mathematics and statistics;7;7;3;Yes - broadband connection;Text messaging;20;25;20;10;0;30;30;0;10;3;25;0;0;15;Very little;Graduate degree;Country;Freeze time;Happy;Sports person;Wildlife, animals
USA;AL;2015;12;Female;17.0;Right-Handed;160;2;152;2;Car;20;.897;50;Golf;1000;577.2096385542169;556.9156626506024;594.7578125;539.4830917874397;907.769975786925;2;Same length;9;10;Ring finger;May;Spring;No;No;Meat;Soft drink (caffeinated);History;7;9;3;No internet connection;Text messaging;8;6;5;3;6;9;6;1;60;60;2;9;20;5;A lot;Graduate degree;Rock and roll;Telepathy;Happy;Relative;Health
USA;AL;2023;12;Male;18.0;Right-Handed;192,03;13;64;1;Car;2;0.583;36;Basketball;380;0.0;492.0;1000.0;0.0;1000.0;13;Right foot;30;30;Ring finger;September;Fall;No;No;Meat;Water;Mathematics and statistics;5-ago;5-jul;4;Yes - other;Text messaging;89;100;0;10;0;2;7;0;1;20;30;5;32;0;Some;Graduate degree;Rap/Hip hop;Fly;Happy;Relative;Other
USA;AL;2022;12;Male;18.0;Right-Handed;173,74;25;71;2;Bus;10;0.378;37;Soccer;100;500.0;1000.0;1000.0;500.0;1000.0;24;Right foot;3;3;Same length;April;Summer;No;No;Fruit;Water;Mathematics and statistics;7;8-sep;6;Yes - broadband connection;Text messaging;50;30;0;0;1;2;3;1;2;1;1;0;1;1;Some;High school;Rap/Hip hop;Telepathy;Happy;Sports person;Health
USA;AL;2013;11;Male;17.0;Right-Handed;185;27;140;1;Car;7;.314;40;Golf;529;283.0;684.0;626.0;139.0;155.0;26;Right foot;87;95;Ring finger;October;Fall;No;No;Vegetables;Tea;Mathematics and statistics;5;6;6;Yes - broadband connection;Text messaging;15;26;15;2;3;10;13;5;1;20;30;15;0;15;Some;Graduate degree;Country;Invisibility;Happy;Friend;Health
USA;AL;2018;12;Male;18.0;Left-Handed;176;27;173;1;Car;20;0.298;40;Basketball;700;500.0;500.0;700.0;1000.0;1000.0;27;Same length;100;90;Index finger;October;Summer;Yes;No;Seafood;Soft drink (caffeinated);Art;6;5;7;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;37;43;20;.5;0;4;37;0;5;.5;1;6;10;2;Some;Graduate degree;Rock and roll;Freeze time;Rich;Relative;Wildlife, animals
USA;AL;2021;12;Female;17.0;Right-Handed;165;23;164;1;Car;4;0.325;43;Other;775;800.0;600.0;545.0;650.0;980.0;24;Left foot;68;69;Ring finger;March;Fall;No;No;Rice/Noodle dishes;Water;Music;7;9;4;Yes - other;Internet chat or instant messaging;50;55;2;4;12;12;0;0;35;4;58;10;0;3;A lot;Undergraduate degree;Pop;Telepathy;Happy;Relative;Arts, culture, sports
USA;AL;2012;6;Male;12.0;Right-Handed;149;24;150;2;Car;15;0.401;63;Football (American);417;176.0;70.0;594.7578125;1000.0;1000.0;23;Right foot;54;80;Ring finger;April;Summer;No;No;Meat;Sports drink;Physical education;7;12;5;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;0;0;2;3;2;1;7;2;1;3;3;4;0;0;Some;Some college;Techno/Electronic;Telepathy;Happy;Sports person;Religious
USA;AL;2022;12;Male;18.0;Right-Handed;175,3;42.1;175,3;1;Car;30;0.19;41;Basketball;43;246.0;492.0;0.0;337.0;941.0;42.1;Same length;50;56;Ring finger;November;Spring;Yes;No;Poultry;Water;Other;7;9;5;Yes - other;In person;0;4;15;0;1;5;0;2;20;0;35;10;0;1;A lot;Some college;Other;Super strength;Happy;Relative;Religious
USA;AL;2022;12;Female;17.0;Ambidextrous;164;22;165;2;Car;20;0.643;43;Other;1000;750.0;900.0;950.0;250.0;275.0;22;Same length;81;71;Index finger;April;Winter;Yes;Yes;Soups;Juice;Art;5;10;5;Yes - other;Internet chat or instant messaging;150;300;20;1;1;2;0;3;10;30;20;5;30;2;A lot;Graduate degree;Punk rock;Fly;Happy;Friend;Arts, culture, sports
USA;AL;2023;12;Female;18.0;Left-Handed;167,64;23;25;1;Car;10;2;1;Athletics;1000;577.2096385542169;556.9156626506024;594.7578125;539.4830917874397;907.769975786925;23;Same length;7;6;Same length;November;Winter;Yes;No;Seafood;Water;Music;6;5;2;Yes - dial-up connection;In person;160;200;10;56;0;0;0;0;90;50;100;0;31;10;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Business person;Arts, culture, sports
USA;AL;2023;12;Male;18.0;Right-Handed;190,5;33;181,2;12;Car;15;0.25;48;Football (American);0;0.0;0.0;0.0;100.0;100.0;23;Right foot;223;22;Ring finger;January;Summer;No;No;Meat;Powdered drink;History;12;15;3;Yes - other;Cell phone;4;2;24;6;2;2;8;4;8;9;3;1;5;3;Very little;Some college;Rap/Hip hop;Telepathy;Rich;Sports person;Education/Youth development
USA;AL;2022;12;Male;18.0;Right-Handed;186;25;190;1;Car;13;0.293;37;Athletics;293;609.0;705.0;247.0;899.0;967.0;26;Left foot;82;88;Ring finger;September;Summer;No;No;Seafood;Sports drink;Science;6;11;11;Yes - broadband connection;Telephone;20;35;40;7;>1;15;24;90;46;20;100;12;0;5;Some;Other;Rap/Hip hop;Freeze time;Famous;Sports person;Wildlife, animals
USA;AL;2023;12;Male;18.0;Right-Handed;185,93;12;183;1;Car;5;0.29;20;Basketball;600;200.0;1000.0;1000.0;100.0;500.0;12;Same length;9;9;Same length;September;Summer;Yes;No;Meat;Water;Art;7;9;6;Yes - other;In person;20;50;8;0;0;2;15;0;5;7;6;1;40;1;Some;Graduate degree;Rap/Hip hop;Invisibility;Rich;Musician or singer;Health
USA;AL;2021;12;Female;18.0;Right-Handed;125,27;24;170;3;Car;2;0.3;41;Other;1000;577.2096385542169;556.9156626506024;594.7578125;539.4830917874397;907.769975786925;24;Same length;70;70;Ring finger;October;Summer;No;No;Meat;Water;History;7;9;4;Yes - broadband connection;Text messaging;100;100;10;1;0;5;0;0;1;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AL;2018;8;Female;14.0;Right-Handed;151;10;107;1;Bus;24;62;54;Dancing;497;1000.0;1000.0;91.0;102.0;1000.0;10;Same length;89;80;Index finger;January;Summer;Yes;No;Meat;Water;Computers and technology;5;8;4;Yes - broadband connection;Text messaging;9;24;1;1;3;5;4;0;8;5;1;2;0;2;Very little;Some college;Rap/Hip hop;Fly;Happy;Business person;Wildlife, animals
USA;AL;2015;12;Female;17.0;Left-Handed;170;23;61;1;Car;13;1;50;Other;1000;577.2096385542169;556.9156626506024;594.7578125;539.4830917874397;907.769975786925;24;Same length;70;70;Ring finger;October;Summer;No;No;Meat;Water;History;7;9;4;Yes - broadband connection;Text messaging;100;100;10;1;0;5;0;0;1;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AL;2023;12;Male;17.0;Right-Handed;170,1;27.94;158,4;1;Car;7;0.468;41;Dancing;866;524.0;968.0;551.0;257.0;481.0;26.67;Right foot;88.9;88.9;Same length;November;Summer;No;No;Pizza/Pasta;Soft drink (caffeinated);Music;6;8;4;Yes - other;Cell phone;8;18;10;10;1;1;11;2;3;3;4;1;8;.50;Some;Graduate degree;Pop;Invisibility;Rich;Musician or singer;Education/Youth development
USA;AL;2023;12;Male;17.0;Right-Handed;179;24;179;2;Car;25;0.257;32;Soccer;1000;1000.0;1000.0;1000.0;0.0;0.0;24;Same length;6;7;Ring finger;April;Winter;No;No;Meat;Water;Science;5;10;4;Yes - broadband connection;In person;50;50;8;0;0;0;0;0;4;4;2;24;0;0;Some;High school;Rap/Hip hop;Freeze time;Happy;Actor;Education/Youth development
USA;AL;2018;8;Male;14.0;Left-Handed;160;24;170;1;Bus;17;0.36;66;Basketball;700;700.0;600.0;650.0;500.0;500.0;26;Left foot;70;70;Index finger;October;Summer;Yes;No;No favorite;Sports drink;Physical education;7;4;5;Yes - broadband connection;Text messaging;100;200;67;3;1;24;42;5;2;1;1;1;0;1;Some;Undergraduate degree;Rap/Hip hop;Invisibility;Rich;Sports person;International aid
USA;AL;2023;12;Female;18.0;Left-Handed;67;24;69;1;Car;10;0.474;47;Walking/Hiking;0;500.0;600.0;800.0;1000.0;1000.0;22;Left foot;8.8;10.16;Index finger;February;Summer;No;No;Pizza/Pasta;Water;Science;8;10;5;Yes - other;Myspace, Facebook, other social networking sites, or blog;25;20;10;5;5;8;5;0;6;5;12;8;18;4;A lot;Graduate degree;Pop;Telepathy;Healthy;Relative;Health
USA;AL;2015;12;Male;17.0;Right-Handed;160;31;100;2;Car;3;0.44;40;Athletics;100;100.0;100.0;1000.0;100.0;100.0;24;Same length;70;80;Same length;July;Winter;No;No;Meat;Water;Science;9;7;4;Yes - broadband connection;Text messaging;200;200;3;1;1;1;5;1;0;2;2;3;15;1;Very little;High school;Rap/Hip hop;Super strength;Famous;Sports person;Health
USA;AL;2022;12;Female;17.0;Right-Handed;164,59;9;66,4;1;Car;20;0.106;49;Other;50;100.0;50.0;100.0;100.0;100.0;24.13;Left foot;88.6;88.5;Index finger;July;Summer;Yes;No;Pizza/Pasta;Soft drink (caffeinated);Music;6;10;2;Yes - other;Text messaging;25;30;8;24;3;6;0;0;7;24;24;12;10;0;A lot;High school;Rap/Hip hop;Fly;Happy;Relative;Wildlife, animals
USA;AL;2023;12;Female;17.0;Right-Handed;179,83;25;182,8;1;Car;15;0.142;46;Basketball;500;250.0;150.0;200.0;0.0;1000.0;24;Right foot;7.56;7.60;Ring finger;July;Spring;No;No;Pizza/Pasta;Water;Science;6;10;4;Yes - broadband connection;Text messaging;150;300;15;6;8;10;14;0;20;5;15;15;14;3;Some;Graduate degree;Other;Fly;Happy;Doctor or nurse;Education/Youth development
USA;AL;2023;12;Female;17.0;Right-Handed;167,6;259;170;1;Car;10;0.592;36;Gymnastics;1000;577.2096385542169;556.9156626506024;594.7578125;539.4830917874397;907.769975786925;259;Same length;70;70;Ring finger;May;Summer;No;No;Breads/Sandwiches;Water;History;7;10;4;Yes - other;Text messaging;30;30;5;30;0;5;30;0;100;100;100;0;12;30;Some;Graduate degree;Rhythm and blues (R&B);Telepathy;Rich;Relative;Education/Youth development
USA;AL;2022;12;Female;18.0;Right-Handed;162;22;153;1;Car;6;.438;75;Gymnastics;700;100.0;0.0;900.0;500.0;1000.0;22;Same length;70;70;Same length;September;Fall;Yes;No;Pizza/Pasta;Sports drink;Science;6;5;2;Yes - other;Text messaging;100;60;4;3;3;1;1;2;8;12;3;6;20;4;Some;Undergraduate degree;Country;Invisibility;Happy;Doctor or nurse;Health
USA;AL;2022;12;Male;17.0;Right-Handed;173;22;166;1;Car;5;.3;56;Other;396;316.0;112.0;251.0;1000.0;1000.0;24;Left foot;90;80;Index finger;May;Spring;No;No;Meat;Water;History;6;10;3;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;10;13;1;3;0;20;2;30;5;1;2;3;15;3;Some;High school;Country;Fly;Rich;Business person;International aid
USA;AL;2013;11;Male;16.0;Right-Handed;180;34;192;1;Car;15;0.3;41;Other;1000;577.2096385542169;556.9156626506024;594.7578125;539.4830917874397;907.769975786925;24;Same length;70;70;Ring finger;October;Summer;No;No;Meat;Water;History;7;9;4;Yes - broadband connection;Text messaging;100;100;10;1;0;5;0;0;1;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AL;2010;12;Female;17.0;Right-Handed;163;21;152;1;Car;4;.406;62;Athletics;200;200.0;500.0;594.7578125;1000.0;1000.0;21.5;Left foot;7.75;7;Ring finger;May;Spring;No;No;Desserts;Water;Science;8;10;4;Yes - broadband connection;Text messaging;78;82;15;5;5;10;8;0;5;24;20;0;0;0;A lot;Graduate degree;Country;Freeze time;Happy;Community leader or elder;Health
USA;AL;2015;12;Female;17.0;Right-Handed;132;23;170;2;Car;5;0.7;41;Athletics;1000;577.2096385542169;556.9156626506024;594.7578125;539.4830917874397;907.769975786925;23;Same length;65;70;Ring finger;December;Fall;No;No;Pizza/Pasta;Water;Languages;5;7;5;Yes - broadband connection;Text messaging;50;60;0;0;24;1;1;0;24;24;24;24;0;1;A lot;Some college;Pop;Invisibility;Rich;Relative;Health
USA;AL;2022;12;Female;18.0;Right-Handed;167,64;25.9;160,5;1;Car;10;0.399;40;Basketball;800;600.0;800.0;800.0;0.0;700.0;25.6;Right foot;6;7;Ring finger;December;Summer;No;No;Rice/Noodle dishes;Tea;English;4-may;4;3;Yes - broadband connection;Text messaging;20;50;2;4;3;1;5;2;2;4;1;3;0;0;A lot;Graduate degree;Other;Fly;Rich;Coach or club leader;Wildlife, animals
USA;AL;2018;8;Male;13.0;Left-Handed;162;22;174;1;Bus;30;5.819;44;Football (American);107;577.2096385542169;171.0;529.0;1000.0;1000.0;26;Left foot;89;82;Index finger;June;Summer;No;No;Meat;Powdered drink;History;7.5;9;3;Yes - broadband connection;Cell phone;10;36;10;24;0;5;0;24;1;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Super strength;Rich;Sports person;Health
USA;AL;2023;12;Female;17.0;Right-Handed;158,5;23.5;61;1;Car;15;0.386;38;Other;134;203.0;396.0;620.0;1000.0;1000.0;23.5;Same length;8;10;Ring finger;July;Summer;Yes;No;Rice/Noodle dishes;Juice;Other;8;10;5;Yes - broadband connection;Text messaging;100;100;3;4;2;5;0;3;8;8;2;6;6;1;Very little;Other;Other;Invisibility;Rich;Actor;Arts, culture, sports
USA;AL;2023;12;Female;18.0;Right-Handed;154,9;16.51;139,7;1;Car;8;0.47;51;Dancing;727;503.0;1000.0;738.0;417.0;588.0;155;Same length;7;6;Index finger;August;Summer;No;No;Pizza/Pasta;Water;Mathematics and statistics;8;9;5;Yes - other;Internet chat or instant messaging;30;40;12;35;2;24;0;0;55;9;10;7;24;2;Some;Some college;Pop;Freeze time;Rich;Relative;Wildlife, animals
USA;AL;2022;12;Male;18.0;Right-Handed;160;32;200;1;Car;14;0.298;52;Baseball/Softball;406;465.0;824.0;807.0;380.0;412.0;32;Same length;11;10;Index finger;October;Summer;No;No;Meat;Water;History;5;7;5;Yes - other;Myspace, Facebook, other social networking sites, or blog;1;3;1;1;1;3;1;0;4;2;3;7;35;2;Some;Graduate degree;Rock and roll;Freeze time;Rich;Relative;Wildlife, animals
USA;AL;2021;12;Male;18.0;Right-Handed;183;25;185;1;Car;5;0.379;32;Swimming;765;1000.0;251.0;503.0;251.0;503.0;25;Same length;76;83;Ring finger;September;Fall;No;No;Seafood;Water;Science;8;9;5;Yes - other;In person;10;15;15;2;4;7.25;5;10;5;5;47.25;17.5;15;2;Very little;Graduate degree;Reggae;Telepathy;Rich;Relative;Wildlife, animals
USA;AL;2021;12;Male;16.0;Right-Handed;180;26.5;180;3;Rail (Train/Tram/Subway);16;0.594;39;Basketball;500;689.0;900.0;900.0;1000.0;1000.0;26.5;Same length;95;95;Ring finger;April;Winter;Yes;No;Desserts;Soft drink (caffeinated);Music;7;10;4;Yes - broadband connection;Text messaging;80;120;50;1;3;20;22;30;20;2;4;1;0;2;Very little;High school;Pop;Freeze time;Happy;Business person;Wildlife, animals
USA;AL;2022;12;Female;18.0;Right-Handed;167,6;24;80;3;Car;12;0.333;42;Other;100;882.0;556.9156626506024;594.7578125;539.4830917874397;907.769975786925;24;Same length;70;70;Ring finger;October;Summer;No;No;Meat;Water;History;7;9;4;Yes - broadband connection;Text messaging;100;100;10;1;0;5;0;0;1;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AL;2012;5;Male;10.0;Right-Handed;153;23;155;2;Car;29;0.241;50;Basketball;797;583.0;433.0;594.7578125;818.0;941.0;23;Same length;85;82;Index finger;March;Spring;No;No;Meat;Water;Mathematics and statistics;10;9;5;Yes - other;E-mail;0;0;5;1;5;8;12;5;2;1;5;4;0;1;Some;Graduate degree;Rock and roll;Invisibility;Happy;Sports person;International aid
USA;AL;2021;12;Female;18.0;Right-Handed;178;24;176;1;Car;7;0.3;41;Other;1000;577.2096385542169;556.9156626506024;594.7578125;539.4830917874397;907.769975786925;25;Left foot;76;77;Ring finger;January;Summer;Yes;No;Pizza/Pasta;Sports drink;Physical education;6;8.5;4;Yes - other;In person;4;17;3;0;5;3;20;0;16;5;45;2;0;1.5;Very little;Graduate degree;Country;Fly;Happy;Friend;Health
USA;AL;2018;8;Male;13.0;Left-Handed;63;23;61;2;Car;5;0.037;41;Other;1000;577.2096385542169;556.9156626506024;594.7578125;539.4830917874397;907.769975786925;24;Same length;70;70;Ring finger;October;Summer;No;No;Meat;Water;History;7;9;4;Yes - broadband connection;Text messaging;100;100;10;1;0;5;0;0;1;1;10;0;0;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health
USA;AL;2022;12;Female;18.0;Right-Handed;160;23.28;167;1;Car;8;.38;45;Gymnastics;1000;1000.0;1000.0;1000.0;1000.0;1000.0;23.28;Same length;70;70;Index finger;November;Summer;No;No;Salads;Water;Other;7;9;6;Yes - dial-up connection;Other;50;50;10;1;2;20;10;0;25;5;50;5;0;5;Some;Graduate degree;Country;Freeze time;Happy;Religious figure;Wildlife, animals
USA;AL;2023;12;Male;18.0;Right-Handed;160;27;167;1;Car;5;0.27;66;Football (American);1;2.0;10.0;22.0;12.0;2121.0;28;Right foot;50;50;Index finger;November;Summer;No;No;Meat;Soft drink (caffeinated);Physical education;5;5;4;No internet connection;Text messaging;3;2;4;3;0;1;2;3;4;3;5;5;5;5;A lot;Other;Country;Super strength;Happy;Sports person;Religious
USA;AL;2023;12;Male;18.0;Right-Handed;195,5;28.6;181,2;1;Car;15;0.299;60;Walking/Hiking;1000;1000.0;1000.0;1000.0;0.0;1000.0;25;Same length;7;7;Same length;March;Winter;Yes;No;Poultry;Water;Art;7;9;6;Yes - broadband connection;In person;3;3;1;2;5;1;2;5;0;1;5;5;6;4;A lot;Graduate degree;Rap/Hip hop;Freeze time;Happy;Relative;Wildlife, animals
USA;AL;2012;5;Male;10.0;Right-Handed;132;20;130;2;Car;15;0.244;62;Swimming;320;385.0;214.0;594.7578125;802.0;995.0;21;Left foot;58;61;Ring finger;June;Spring;No;No;Pizza/Pasta;Water;Art;8;9;8;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;0;0;35;1;2;30;9;10;7;0;15;4;1;1;Very little;Undergraduate degree;Other;Invisibility;Happy;Teacher;Religious
USA;AL;2010;12;Male;18.0;Right-Handed;176;26;176;1;Car;6;.271;32;Soccer;144;32.0;353.0;594.7578125;706.0;909.0;26;Same length;9;10;Ring finger;October;Winter;No;No;Meat;Water;English;8;6;3;Yes - broadband connection;Other;197;204;25;3;2;5;7;30;3;3;30;2;0;10;Very little;Graduate degree;Rock and roll;Telepathy;Rich;Relative;Arts, culture, sports
USA;AL;2015;12;Male;16.0;Ambidextrous;171;23;170;1;Car;10;0.819;52;Football (American);500;700.0;1000.0;600.0;1000.0;1000.0;24;Left foot;75;83;Ring finger;May;Fall;Yes;No;Pizza/Pasta;Water;Other;5;9;5;Yes - broadband connection;Cell phone;200;230;5;1;6;4;5;9;9;10;10;2;0;6;A lot;Graduate degree;Punk rock;Freeze time;Happy;Relative;International aid
