Country;Region;DataYear;ClassGrade;Gender;Ageyears;Handed;Height_cm;Footlength_cm;Armspan_cm;Languages_spoken;Travel_to_School;Travel_time_to_School;Reaction_time;Score_in_memory_game;Favourite_physical_activity;Importance_reducing_pollution;Importance_recycling_rubbish;Importance_conserving_water;Importance_saving_energy;Importance_owning_computer;Importance_Internet_access;Left_Footlength_cm;Longer_foot;Index_Fingerlength_mm;Ring_Fingerlength_mm;Longer_Finger_Lefthand;Birth_month;Favorite_Season;Allergies;Vegetarian;Favorite_Food;Beverage;Favorite_School_Subject;Sleep_Hours_Schoolnight;Sleep_Hours_Non_Schoolnight;Home_Occupants;Home_Internet_Access;Communication_With_Friends;Text_Messages_Sent_Yesterday;Text_Messages_Received_Yesterday;Hanging_Out_With_Friends_Hours;Talking_On_Phone_Hours;Doing_Homework_Hours;Doing_Things_With_Family_Hours;Outdoor_Activities_Hours;Video_Games_Hours;Social_Websites_Hours;Texting_Messaging_Hours;Computer_Use_Hours;Watching_TV_Hours;Paid_Work_Hours;Work_At_Home_Hours;Schoolwork_Pressure;Planned_Education_Level;Favorite_Music;Superpower;Preferred_Status;Role_Model_Type;Charity_Donation
USA;AL;2023;12;Female;18;Left-Handed;162,5;24;170;1;Bus;20;0.578;84;Running/Jogging;1000;503;1000;802;107;1000;24;Same length;7;6;Index finger;November;Winter;No;No;Seafood;Water;Music;9;4;4;Yes - broadband connection;Cell phone;5;4;35;0;5;6;0;0;35;15;35;0;0;7;A lot;Graduate degree;Pop;Telepathy;Healthy;Doctor or nurse;Environment
USA;AL;2023;12;Male;18;Right-Handed;188;26;178;1;Car;15;.045;52;Golf;700;500;700;600;400;800;26;Same length;7.5;8;Ring finger;October;Spring;No;No;Rice/Noodle dishes;Tea;Physical education;6;9;4;Yes - dial-up connection;Myspace, Facebook, other social networking sites, or blog;4;6;10;2;1;6;7;4;12;3;9;3;15;1;None;Some college;Rap/Hip hop;Freeze time;Rich;Actor;Wildlife, animals
USA;AL;2021;12;Female;18;Right-Handed;155;38;148;3;Car;5;0.422;30;Tennis;706;684;824;588;524;551;38;Same length;50.8;58.4;Ring finger;January;Winter;No;Yes;Desserts;Water;Science;4;4;3;Yes - broadband connection;Text messaging;100;130;15;5;12;10;0;0;35;19;22;0;50;10;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Friend;Education/Youth development
USA;AL;2023;12;Male;18;Right-Handed;185,93;;;1;Car;5;;;Football (American);1000;1000;1000;1000;500;500;12;Same length;na;na;Ring finger;May;Summer;Yes;No;Meat;Water;Science;6;7;3;Yes - broadband connection;Internet chat or instant messaging;2;10;10;9;1;2;10;1;8;7;7;2;20;1;Some;Some college;Rap/Hip hop;Telepathy;Rich;Sports person;International aid
USA;AL;2023;12;Female;18;Right-Handed;162,5;22;162;1;Car;5;0.352;34;Other;64;21;171;642;1000;1000;23;Left foot;8;8.5;Ring finger;February;Fall;No;No;Salads;Water;Mathematics and statistics;7;11;5;Yes - broadband connection;Text messaging;100;110;2;10;1;3;5;3;7;24;24;5;0;1;A lot;Undergraduate degree;Rhythm and blues (R&B);Telepathy;Rich;Musician or singer;Health
USA;AL;2022;12;Male;19;Right-Handed;165;24;165;2;Bus;14;0.385;41;Running/Jogging;800;600;900;900;1000;1000;24.5;Left foot;70;70;Same length;October;Fall;No;No;Rice/Noodle dishes;Water;History;6;7;4;Yes - broadband connection;In person;1;1;7;1;2;1;1;7;7;1;10;0;0;4;Some;High school;Other;Freeze time;Happy;Other;Other
USA;AL;2023;12;Male;18;Right-Handed;180,3;30;185,4;1;Car;15;0.232;35;Basketball;750;600;450;600;650;800;30;Same length;66;74;Index finger;July;Spring;Yes;No;Fruit;Sports drink;History;7;9;4;Yes - other;In person;20;25;10;3;0;3;8;5;14;4;24;5;14;1;Very little;Graduate degree;Pop;Invisibility;Happy;Religious figure;Religious
USA;AL;2021;12;Female;18;Right-Handed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;Very little;Some college;Rap/Hip hop;Fly;Healthy;Sports person;Arts, culture, sports
USA;AL;2022;12;Female;17;Right-Handed;162,5;23.5;162,5;1;Car;30;0.787;56;Skateboarding/Rollerblading;8;7;6;9;8;10;23.4;Right foot;68;54;Same length;October;Fall;Yes;No;Fruit;Water;English;6;10;4;Yes - other;Internet chat or instant messaging;7;10;55;5;2;10;4;4;10;3;70;4;0;7;A lot;Undergraduate degree;Punk rock;Invisibility;Rich;Religious figure;International aid
USA;AL;2023;12;Male;17;Right-Handed;180;28;165;1;Car;5;0.3;54;None;1000;1000;1000;1000;508;770;28;Same length;120;80;Index finger;July;Summer;No;No;;Tea;Other;5;5;4;Yes - broadband connection;Text messaging;200;100;1;50;2;3;0;0;90;20;10;1;25;1;Very little;Other;Other;Invisibility;Rich;Other;Other
USA;AL;2023;12;Male;18;Right-Handed;155,45;10.5;187;1;Car;40;0.343;68;Other;652;658;856;1000;898;925;10.5;Left foot;95;75;Ring finger;February;Spring;Yes;No;Desserts;Soft drink (caffeinated);Other;7;9;3;Yes - other;Internet chat or instant messaging;0;1;3;1;1;1;2;5;7;8;16;0;8;1;Some;High school;Classical;Telepathy;Famous;Friend;Arts, culture, sports
USA;AL;2023;12;Female;17;Right-Handed;167,6;24.1;69;1;Car;15min;0.394;42;Swimming;706;640;390;449;214;3056.;24.1;Same length;6.1;6.1;Ring finger;March;Spring;No;No;Seafood;Water;English;6;9;3;Yes - broadband connection;Text messaging;0;0;13;1;5;3;5;0;10;16;20;0;9;5;A lot;Graduate degree;Pop;Freeze time;Healthy;Relative;Health
USA;AL;2015;12;Female;17;Right-Handed;162;24.0;160;1;Car;10;0.46;41;Walking/Hiking;;;;;;;24.0;Same length;70;70;Same length;August;Fall;No;No;No favorite;Water;Mathematics and statistics;8;11;7;Yes - other;In person;40;40;5;1;6;5;1;4;3;2;4;2;15;1;A lot;Graduate degree;Other;Telepathy;Happy;Other;Health
USA;AL;2022;12;Male;17;Right-Handed;177,8;26.7;165;1;Car;10;.334;42;None;0;400;300;300;200;400;26.7;Same length;70;80;Ring finger;May;Fall;Yes;No;Pizza/Pasta;Soft drink (caffeinated);History;6;12;5;Yes - broadband connection;Text messaging;30;20;6;0;0;2;0;23;1;21;60;0;32;7;Very little;Graduate degree;Other;Freeze time;Happy;Friend;Arts, culture, sports
USA;AL;2022;12;Male;17;Right-Handed;178;26.5;175;1;Car;15;0.465;48;Football (American);500;500;400;400;800;1000;26.5;Same length;80;85;Ring finger;March;Fall;No;No;Poultry;Water;Physical education;7.5;9.5;3;Yes - broadband connection;Internet chat or instant messaging;3;5;25;1;0;5;2;0;20;2;40;20;0;2;Very little;Graduate degree;Pop;Freeze time;Rich;Musician or singer;International aid
USA;AL;2023;12;Male;17;Right-Handed;182,8;28;182,8;1;Car;30;0.282;33;Running/Jogging;100;200;0;100;500;1000;28;Same length;75;85;Ring finger;July;Summer;No;No;Meat;Milk;Physical education;9;7;4;Yes - broadband connection;Internet chat or instant messaging;2;7;80;1;1;2;3;5;10;1;100;3;0;0;Some;Undergraduate degree;Pop;Freeze time;Happy;Religious figure;Religious
USA;AL;2021;12;Male;18;Right-Handed;190,5;29.5;203,2;1;Car;8;1.504;38;Basketball;650;700;950;800;500;900;29.6;Left foot;10.5;8.5;Index finger;October;Fall;Yes;No;Meat;Water;Mathematics and statistics;7;8;3;Yes - dial-up connection;Internet chat or instant messaging;3;2;6;1;5;3;8;1;8;1;2;3;13;0;A lot;Graduate degree;Rap/Hip hop;Telepathy;Happy;Business person;Education/Youth development
USA;AL;2015;12;Female;18;Right-Handed;152,4;24;151,5;1;Car;15;.852;53;Other;;;;;;;24;Same length;65;70;Ring finger;September;Fall;No;No;Desserts;Water;Mathematics and statistics;8;;6;Yes - other;Text messaging;50;60;10;5;8;6;12;0;29;30;27;28;0;0;Some;Graduate degree;Pop;Telepathy;Rich;Relative;Health
USA;AL;2010;12;Female;17;Right-Handed;180;26;173;1;Car;11;.703;37;Running/Jogging;0;0;0;;1000;1000;26;Same length;80;75;Index finger;April;Spring;No;No;Vegetables;Water;Mathematics and statistics;8;10;3;Yes - broadband connection;Text messaging;100;100;24;2;3;20;15;10;10;10;10;5;0;2;Some;Undergraduate degree;Pop;Fly;Happy;Relative;Health
USA;AL;2023;12;Male;17;Right-Handed;180;25 cm;170;1;Car;10;0.376;41;Football (American);369;139;775;711;594;626;27;Left foot;70;80;Ring finger;April;Spring;Yes;No;Meat;Water;Physical education;8;10;4;Yes - broadband connection;Text messaging;100;100;8;20;0;4;6;5;15;3;5;4;30;2;Very little;Graduate degree;Country;Telepathy;Healthy;Musician or singer;Health
USA;AL;2015;12;Female;17;Right-Handed;162;25;152;1;Car;6;.794;46;Soccer;;;;;;;25;Same length;75;80;Ring finger;March;Summer;No;No;Poultry;Water;Music;7;7;6;Yes - broadband connection;Text messaging;300;300;8;7;3;5;2;0;5;60;5;5;15;5;A lot;Graduate degree;Pop;Fly;Happy;Religious figure;Religious
USA;AL;2021;12;Female;18;Right-Handed;125,27;19cm;;3;Car;5;5;8;Soccer;800;1000;1000;1000;300;1000;19;Same length;;;Same length;December;Winter;No;Yes;Meat;Water;English;7;7;5;No internet connection;In person;56;85;25;15;5;55;5;5;;;;;;23;Some;High school;Rock and roll;Super strength;Healthy;Business person;Health
USA;AL;2018;12;Male;18;Right-Handed;178;27;27;1;Car;15;0.317;50;Athletics;660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;AL;2022;12;Male;19;Right-Handed;172;168;177;3;Car;15;0.704;38;Other;1000;1000;487;492;497;503;177;Right foot;8;9;Ring finger;January;Spring;Yes;No;Poultry;Water;Other;7;9;4;Yes - other;Text messaging;9;3;5;12;2;4;5;6;4;5;6;0;30;1;Very little;Graduate degree;Rap/Hip hop;Super strength;Happy;Business person;International aid
USA;AL;2023;12;Female;17;Ambidextrous;160;13.97;24;1;Car;10;1.853;48;Dancing;750;800;500;500;0;0;12.7;Same length;6.2;6;Index finger;March;Fall;No;No;Breads/Sandwiches;Water;Music;7;8;2;Yes - other;In person;5;4;6;2;1;5;3;1;1;2;3;2;0;2;Very little;Some college;Rock and roll;Telepathy;Healthy;Doctor or nurse;Health
USA;AL;2015;12;Male;17;Right-Handed;167,6;29;167,6;2;Car;8;0.7;51;Skateboarding/Rollerblading;500;200;1000;1000;800;1000;29;Same length;90;100;Ring finger;June;Winter;No;No;Meat;Soft drink (caffeinated);History;6;9;5;Yes - broadband connection;Text messaging;250;250;5;0;2;1;1;0;5;10;5;0;40;6;Some;Some college;Rhythm and blues (R&B);Freeze time;Happy;Musician or singer;International aid
USA;AL;2022;12;Male;18;Ambidextrous;155,45;365;172;1;Car;15;0.3;0.7;Football (American);;;;;;;365;Same length;5.08;5.08;Same length;January;Summer;Yes;No;Seafood;Water;Physical education;6;8;3;Yes - broadband connection;;5;8;10;12;2;1;9;8;9;5;8;1;8;0;A lot;Graduate degree;Rap/Hip hop;Freeze time;Rich;Sports person;International aid
USA;AL;2022;12;Male;18;Right-Handed;183;27;180;1;Car;5;.351;51;Other;251;37;310;508;910;1000;28;Right foot;75;80;Ring finger;January;Spring;Yes;No;Meat;Water;Mathematics and statistics;9;11;4;Yes - broadband connection;In person;15;13;35;5;2;10;2;0;5;10;5;15;20;8;Very little;Graduate degree;Country;Invisibility;Happy;Relative;Health
USA;AL;2015;12;Female;16;Right-Handed;180;26;164;1;Car;15;.698;49;Other;;;;;;;26;Same length;75;72;Index finger;April;Fall;No;No;No favorite;Water;English;6;9;4;Yes - broadband connection;;500;600;18;2;6;5;10;0;16;18;4;2;0;1;A lot;Graduate degree;Other;Telepathy;Happy;Relative;International aid
USA;AL;2021;12;Female;18;Right-Handed;172;24;172;1;Car;9;0.587;40;Skateboarding/Rollerblading;925;1000;273;497;754;1000;24;Same length;68;63;Index finger;August;Fall;No;No;Seafood;Water;Art;6;9;4;Yes - broadband connection;Cell phone;16;24;4;2;32;3;1;8;8;0;8;2;0;1;A lot;Undergraduate degree;Other;Fly;Happy;Actor;International aid
USA;AL;2023;12;Male;18;Right-Handed;172;25;167;1;Bus;12;0.337;40;Swimming;500;100;150;300;900;600;25.5;Right foot;65;75;Ring finger;May;Winter;No;No;Pizza/Pasta;Water;History;4;5;5;Yes - broadband connection;Internet chat or instant messaging;10;20;12;15;0;15;2;12;5;20;50;12;20;3;A lot;Some college;Other;Freeze time;Happy;Community leader or elder;Environment
USA;AL;2023;12;Male;17;Right-Handed;180;30;195;1;Car;15;0.3;87;Baseball/Softball;492;481;561;567;171;428;30;Same length;75;77;Ring finger;May;Summer;No;No;Meat;Water;Physical education;7;8;6;Yes - broadband connection;In person;30;30;10;1;0;2;12;0;8;1;8;1;0;1;Very little;Graduate degree;Rap/Hip hop;Invisibility;Rich;Relative;Religious
USA;AL;2022;12;Female;17;Right-Handed;165;20;165;2;Car;4;0.45;63;Other;200;1000;1000;1000;600;1000;20;Same length;76;96;Index finger;October;Fall;Yes;No;Breads/Sandwiches;Water;Art;6;9;4;Yes - other;Myspace, Facebook, other social networking sites, or blog;a lot;a lot;6;9;9;16;9;3;16;6;49;2;0;6;A lot;Graduate degree;Other;Freeze time;Happy;Actor;Religious
USA;AL;2022;12;Male;19;;164;24;160;2;Bus;14;0.385;41;Running/Jogging;800;600;900;900;1000;1000;24.5;Left foot;70;70;Same length;October;Fall;No;No;Rice/Noodle dishes;Water;History;6;7;4;Yes - broadband connection;In person;1;1;7;1;2;1;1;7;7;1;10;0;0;4;Some;High school;Other;Freeze time;Happy;Other;Other
USA;AL;2022;12;Female;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;AL;2022;12;Female;18;Right-Handed;;;;1;Car;5;;;Athletics;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;AL;2021;12;Male;18;Ambidextrous;155,45;10.5;188,98;1;Car;20;.38;55;None;100;100;100;100;50;80;10.5;Same length;3;3;Same length;January;Fall;No;No;Meat;Water;Social studies;8;8;4;Yes - other;In person;idk;idk;3;2;2;3;2;4;4;4;6;3;15;2;Very little;High school;Rap/Hip hop;Telepathy;;Business person;Health
USA;AL;2022;12;Male;18;Ambidextrous;177,8;26.67;170;1;Car;15;.658;69;Lacrosse;3;3;2;2;6;10;30.48;Same length;101.6;114.3;Ring finger;December;Winter;No;No;Meat;Soft drink (non-caffeinated);History;12;10;4;Yes - other;In person;5;5;20;2;2;26;20;0;10;1;15;.5;30;30;A lot;High school;Country;Freeze time;Healthy;Doctor or nurse;Health
USA;AL;2023;12;Female;17;Right-Handed;177;27.5;60;1;Walk;2;.792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;AL;2013;11;Female;17;Right-Handed;175;27;176;1;Car;10;.343;31;Dancing;100;90;100;78;85;90;29;Left foot;70;70;Same length;March;Summer;Yes;No;Seafood;Tea;Science;7;10;3;Yes - broadband connection;In person;50;40;32;5;20;20;16;2;20;20;30;0;16;8;A lot;Graduate degree;Other;Telepathy;Happy;Doctor or nurse;Health
USA;AL;2012;6;Male;12;Ambidextrous;154;24;152;2;Car;5;0.319;61;Hockey (Ice);412;604;770;;1000;1000;24;Same length;75;80;Ring finger;June;Winter;No;No;No favorite;Sports drink;Physical education;;8;5;Yes - other;Myspace, Facebook, other social networking sites, or blog;6;7;104;20;;;;;;;;;;;;;;;;;
USA;AL;2023;12;Female;17;Right-Handed;167;25;170;1;Car;10;0.545;29;Other;1000;872;497;786;337;380;27;Left foot;5 1/2;5;Index finger;March;Spring;Yes;No;Desserts;Tea;History;5;12;;;;;;;;;;;;;;;;;;;;;;;;
USA;AL;2023;12;Female;18;Right-Handed;175,2;25;166;2;Car;15; .375;45;Dancing;1000;1000;1000;594;0;0;26;Left foot;90;90;Same length;February;Spring;Yes;;Breads/Sandwiches;Water;Other;4;10;7;Yes - other;Text messaging;4;6;8;.5;0;6;19;2;24;4;168;50;0;15;A lot;Other;Other;Freeze time;Famous;Actor;Arts, culture, sports
USA;AL;2023;12;Female;17;Right-Handed;170,1;25.9;165,9;1;Car;45;0.448;46;Gymnastics;1000;1000;1000;1000;150;150;25.1;Right foot;88.9;63.5;Index finger;June;Fall;Yes;No;Rice/Noodle dishes;Energy drink;English;4;10;3;Yes - broadband connection;Text messaging;15;10;25;5;5;20;5;20;15;20;15;10;5-oct;5;Some;Graduate degree;Rap/Hip hop;Telepathy;Rich;Teacher;Education/Youth development
USA;AL;2022;12;Female;16;Right-Handed;101,6;23.8;101,6;2;Walk;10;.322;42;Skateboarding/Rollerblading;1000;800;800;1000;1000;1000;23.8;Same length;5.08;6.02;Ring finger;April;Winter;No;No;Seafood;Water;Art;8;10;3;Yes - broadband connection;Text messaging;20;30;14;0;0;21;0;42;7;14;5;0;0;5;Some;Graduate degree;Other;Fly;Happy;Other;Health
USA;AL;2022;12;Female;19;Right-Handed;173,74;9;62;1;Bus;15;.527;62;Basketball;444;96;840;214;299;1000;9;Right foot;10;4;Ring finger;November;Summer;Yes;No;Seafood;Water;Mathematics and statistics;5;3-abr;4;Yes - other;Text messaging;15;35;8;6;6;4;6;3;5;7;6;6;6;6;Very little;High school;Rap/Hip hop;Telepathy;Rich;Actor;Health
USA;AL;2018;8;Female;14;Right-Handed;152;21;160;1;Car;;;12;Dancing;17;18;21;21;21;100;22;Left foot;;;;January;Summer;Yes;No;Pizza/Pasta;Soft drink (caffeinated);English;8;;4;Yes - other;Telephone;100;100;;;;;;;;;;;;;A lot;Some college;Rap/Hip hop;Fly;Rich;Musician or singer;Education/Youth development
USA;AL;2018;8;Male;14;Right-Handed;174;177;197;1;Bus;30;0.658;68;Football (American);1000;500;1000;500;0;5;177;Same length;102;105;Ring finger;January;Spring;No;No;Meat;Sports drink;;7;9;5;Yes - broadband connection;In person;40;50;6;10;1;3;1;3;24;12;1;2;1;3;Very little;Graduate degree;Rap/Hip hop;Freeze time;Rich;Sports person;Arts, culture, sports
USA;AL;2023;12;Male;18;Right-Handed;182,8;24;183;1;Bus;12;0.52;42;Baseball/Softball;1000;500;128;1000;128;128;24;Same length;12;8;Ring finger;May;Fall;Yes;No;Meat;Tea;Other;10;6;6;Yes - other;Cell phone;8;9;7;5;4;6;6;4;4;6;45;45;54;6;Very little;High school;Country;Invisibility;Happy;Friend;Health
USA;AL;2022;12;Male;18;Right-Handed;185,4;33.02;185;1;Car;10;0.299;54;Other;0;888;0;0;979;1000;33.02;;63.5;63.5;Index finger;November;Fall;Yes;No;Meat;Soft drink (caffeinated);Science;6;9;7;Yes - broadband connection;In person;30;30;15;2;0;15;5;20;30;2;8;8;28;1;None;Undergraduate degree;Pop;Telepathy;Happy;Religious figure;Religious
USA;AL;2022;12;Female;18;Left-Handed;60;;;1;Car;8;.345;35;Martial Arts;1000;727;144;497;294;882;25;Same length;16;7.2;Index finger;February;Summer;No;No;Rice/Noodle dishes;Soft drink (caffeinated);Art;7;14;4;Yes - other;In person;200;200;48;40;1;3;0;0;70;70;30;24;20;0;A lot;Graduate degree;Rap/Hip hop;Freeze time;Happy;Relative;Wildlife, animals
USA;AL;2022;12;Male;18;Right-Handed;172;26;179;1;Car;1;.65;34;Football (American);200;400;200;500;500;800;26.5;Left foot;8.5;8;Index finger;September;Winter;No;No;Seafood;Water;Physical education;8;10;6;Yes - dial-up connection;Internet chat or instant messaging;108;101;30;1;0;2;0;0;3;3;2;1;0;1;Some;Graduate degree;Country;Fly;Happy;Relative;Health
USA;AL;2022;12;Male;18;Right-Handed;183;26;181;2;Car;30;0.358;75;Basketball;604;840;599;332;492;802;25;Right foot;188;188;Same length;July;Summer;No;No;Breads/Sandwiches;Water;Geography;6;5;5;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;4;5;6;2;4;3;2;5;6;1;10;6;22;1;Some;Some college;Rap/Hip hop;Invisibility;Rich;Relative;International aid
USA;AL;2022;12;Male;18;Right-Handed;195,07;30.48;182,8;1;Car;10;0.376;52;Bowling;722;727;364;422;230;337;30.48;Same length;5;8;Index finger;November;Fall;Yes;No;Seafood;Juice;Physical education;7;8;2;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;2;4;5;1;2;1;4;3;3;3;5;0;14;1;Some;Graduate degree;;Super strength;Famous;Sports person;Wildlife, animals
USA;AL;2023;12;Male;18;Right-Handed;100;10;64;2;Bus;7;0.295;40;Athletics;0;0;10;0;0;100;`12;Same length;4;4;Ring finger;April;Summer;No;No;Other;Water;English;6;10;4;Yes - other;Cell phone;60;55;3;7;1;1;0;3;1;1;1;32;0;1;A lot;High school;Other;Invisibility;Happy;Other;Arts, culture, sports
USA;AL;2022;12;Female;18;Left-Handed;160;24;164;1;Car;11;.45;48;Walking/Hiking;900;1000;150;350;1000;500;24;Same length;80;70;Ring finger;September;Fall;No;No;Pizza/Pasta;Sports drink;History;4;13;4;Yes - other;Internet chat or instant messaging;30;40;5;1;10;0;0;2;30;3;40;20;35;7;A lot;Some college;Rap/Hip hop;Invisibility;Happy;Business person;Health
USA;AL;2012;6;Male;11;Right-Handed;157;26;161;3;Car;20;0.303;35;Football (American);904;904;1000;;134;566;27;Left foot;8;7;Index finger;February;Summer;No;No;Meat;Water;Mathematics and statistics;8;10;5;Yes - broadband connection;In person;0;0;12;0;5;4;2;6;0;0;5;3;0;2;Some;Other;Techno/Electronic;Freeze time;Happy;Other;Environment
USA;AL;2023;12;Female;17;Right-Handed;177;27.5;60;1;Walk;2;.792;58;Other;1000;800;400;100;45;80;25.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;AL;2023;12;Male;17;Right-Handed;176,79;10.5;;1;Car;15;0.35;45;Hockey (Ice);503;316;845;791;1000;1000;10.5;Same length;6.5;6.7;Ring finger;March;Summer;Yes;No;Seafood;Milk;Other;8;8;4;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;35-60;40-75;20;15;0;15;5;10;40;40;20;30;24;0;None;High school;Country;Invisibility;Happy;Musician or singer;Wildlife, animals
USA;AL;2022;12;Male;18;Right-Handed;173;28;130;1;Car;33;.449;68;Other;914;556;471;86;203;219;28;Same length;;;Index finger;December;Fall;No;No;Meat;Water;History;7;9;4;Yes - broadband connection;In person;15;17;10;3;8;30;24;1;2;2;2;4;10;2;Some;Graduate degree;Country;Freeze time;Happy;Relative;Religious
USA;AL;2015;12;Male;16;Right-Handed;180;30.45;182;1;Car;6;0.707;63;Basketball;250;650;700;850;1000;1000;30;Same length;130;80;Index finger;December;Fall;No;No;Meat;Soft drink (caffeinated);History;8;5;3;Yes - broadband connection;Text messaging;100;100;30;1;2;0;1;5;2;10;30;1;32;1;A lot;Graduate degree;Rap/Hip hop;Invisibility;Rich;Relative;Health
USA;AL;2022;12;Male;18;Right-Handed;200;28.57;200;1;Car;7;0.458;47;Walking/Hiking;455;449;481;492;775;524;28.57;Same length;44;44;;December;Spring;Yes;No;Pizza/Pasta;Water;History;7;8;5;Yes - broadband connection;Internet chat or instant messaging;100;100;10;4;1;10;20;20;20;20;20;20;20;30;None;High school;Jazz;Fly;Happy;Other;Other
USA;AL;2022;12;Female;18;Right-Handed;152;21;154;1;Car;10;0.648;41;Other;1000;75;95;80;50;0;20;Right foot;70;65;Index finger;September;Spring;No;No;Rice/Noodle dishes;Tea;English;7 1/2;10;5;Yes - other;Myspace, Facebook, other social networking sites, or blog;10;20;10;4;1;3;7;0;20;10;50;10;0;2;A lot;Graduate degree;Rap/Hip hop;Invisibility;Happy;Friend;Health
USA;AL;2022;12;Female;18;Ambidextrous;172;27;182;5;Car;10;.481;37;Martial Arts;1000;1000;600;200;500;1000;27;Same length;70;70;Same length;October;Winter;No;No;Meat;Water;Social studies;6;8;5;Yes - broadband connection;Text messaging;40;50;10;5;5;10;10;24;3;1;20;0;36;0;Some;Graduate degree;Pop;Fly;Happy;Other;Environment
USA;AL;2022;12;Male;18;Right-Handed;201,17;14;198;1;Skateboard/Scooter/Rollerblade;10;;;Basketball;;;;;;;14;Same length;;9;Same length;October;Fall;Yes;No;Pizza/Pasta;Juice;Art;6;4;5;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;15;30;4;1;4;8;3;4;7;3;5;3;12;7;Some;Some college;Rap/Hip hop;Freeze time;Happy;Relative;Health
USA;AL;2023;12;Male;18;Right-Handed;162;23;125;1;Car;20;0.278;29;Hockey (Ice);390;706;706;406;711;717;23;Left foot;110;125;Ring finger;November;Summer;Yes;No;Meat;Soft drink (caffeinated);Science;5.5;7.5;3;Yes - broadband connection;Cell phone;70;80;15;1.5;2;8;5;12;2;2;16;9;20;5;A lot;Other;Rock and roll;Super strength;Happy;Relative;Education/Youth development
USA;AL;2022;12;Female;18;Right-Handed;155,45;25.1;163;1;Car;10;0.405;57;Other;500;500;500;700;900;1000;25.1;Same length;70;73;Ring finger;September;Fall;No;No;Rice/Noodle dishes;Water;Other;6;9;4;Yes - dial-up connection;Myspace, Facebook, other social networking sites, or blog;7;9;33;100;3;20;6;0;40;5;60;1;20;2;A lot;Graduate degree;Pop;Fly;Famous;Business person;Health
USA;AL;2022;12;Male;18;Right-Handed;156;27.5;150;1;Car;15;0.527;56;Running/Jogging;1000;1000;1000;1000;1000;1000;27.5;Same length;60;70;Ring finger;September;Fall;No;No;Pizza/Pasta;Water;History;8;6;4;Yes - broadband connection;In person;0;0;20;1;3;5;15;20;6;1;4;0;0;3;Very little;Graduate degree;Punk rock;Fly;Happy;Other;Health
USA;AL;2022;12;Female;17;Right-Handed;170;25.9;11,5;one;Car;5;0.45;49;Baseball/Softball;668;668;155;465;43;342;25.9;Same length;2.87;2.45;;June;Summer;No;No;Fruit;Water;History;7-ago;7-sep;5;Yes - other;Text messaging;8;3;0;30 m;1 hr;1 hr;;;;;;;;;;;;;;;
USA;AL;2018;8;Female;14;Right-Handed;55;23;170;1;Bus;25;0.399;41;Dancing;1000;1000;1000;999;500;825;23;Right foot;70;80;Ring finger;November;Summer;No;No;Seafood;Other;Music;4;12;7;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;3;2;8;0;4;0;2;5;0;4;5;8;1;4;A lot;Other;Other;Freeze time;Famous;Musician or singer;Religious
USA;AL;2010;12;Male;17;Right-Handed;186;32;189;1;Car;9;.109;27;Basketball;0;0;0;;1000;1000;32;Left foot;8;8;Same length;February;Spring;No;No;Pizza/Pasta;Energy drink;Computers and technology;10;14;4;Yes - dial-up connection;Myspace, Facebook, other social networking sites, or blog;25;0;25;5;5;5;5;1;0;0;5;10;0;0;A lot;Graduate degree;Techno/Electronic;Fly;Happy;Sports person;Religious
USA;AL;2021;12;Female;15;Right-Handed;162;24;160;Chi;Bus;30;0.354;35;Dancing;1000;900;1000;1000;1000;1000;24;Right foot;9;9;Same length;April;Fall;No;No;Pizza/Pasta;Tea;Social studies;5-jun;8-sep;5;Yes - other;Internet chat or instant messaging;100;80;3;0.5;15;5;8;0;7;7;7;0;0;1;Some;Graduate degree;Pop;Fly;Happy;Community leader or elder;International aid
USA;AL;2022;12;Male;18;Right-Handed;176;25;176;1;Car;4;.338;69;Football (American);166;225;48;0;711;1000;27;Left foot;7.5;7.5;Same length;October;Spring;No;No;Meat;Water;Physical education;6;9;2;Yes - broadband connection;Cell phone;5;5;2;5;1;1;1;4;5;2;10;1;35;1;Some;Some college;Pop;Freeze time;Rich;Sports person;Arts, culture, sports
